"run_id","n_groups","group_match","value_match","output_path"
42,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00042.rds"
44,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00044.rds"
45,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00045.rds"
47,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00047.rds"
46,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00046.rds"
48,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00048.rds"
49,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00049.rds"
50,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00050.rds"
51,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00051.rds"
52,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00052.rds"
53,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00053.rds"
54,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00054.rds"
55,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00055.rds"
56,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00056.rds"
57,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00057.rds"
58,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00058.rds"
59,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00059.rds"
60,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00060.rds"
61,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00061.rds"
62,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00062.rds"
63,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00063.rds"
64,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00064.rds"
65,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00065.rds"
66,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00066.rds"
67,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00067.rds"
68,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00068.rds"
69,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00069.rds"
70,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00070.rds"
71,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00071.rds"
72,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00072.rds"
73,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00073.rds"
74,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00074.rds"
75,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00075.rds"
76,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00076.rds"
77,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00077.rds"
79,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00079.rds"
78,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00078.rds"
80,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00080.rds"
81,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00081.rds"
82,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00082.rds"
83,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00083.rds"
85,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00085.rds"
84,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00084.rds"
87,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00087.rds"
86,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00086.rds"
89,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00089.rds"
88,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00088.rds"
91,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00091.rds"
90,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00090.rds"
93,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00093.rds"
92,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00092.rds"
95,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00095.rds"
94,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00094.rds"
97,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00097.rds"
96,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00096.rds"
99,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00099.rds"
101,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00101.rds"
98,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00098.rds"
103,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00103.rds"
100,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00100.rds"
105,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00105.rds"
102,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00102.rds"
107,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00107.rds"
104,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00104.rds"
109,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00109.rds"
106,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00106.rds"
111,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00111.rds"
108,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00108.rds"
113,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00113.rds"
110,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00110.rds"
115,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00115.rds"
112,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00112.rds"
117,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00117.rds"
114,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00114.rds"
119,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00119.rds"
116,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00116.rds"
121,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00121.rds"
118,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00118.rds"
123,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00123.rds"
120,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00120.rds"
125,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00125.rds"
122,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00122.rds"
127,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00127.rds"
124,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00124.rds"
129,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00129.rds"
126,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00126.rds"
131,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00131.rds"
128,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00128.rds"
133,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00133.rds"
130,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00130.rds"
135,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00135.rds"
132,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00132.rds"
134,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00134.rds"
141,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00141.rds"
140,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00140.rds"
143,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00143.rds"
142,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00142.rds"
145,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00145.rds"
144,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00144.rds"
147,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00147.rds"
146,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00146.rds"
149,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00149.rds"
148,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00148.rds"
153,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00153.rds"
150,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00150.rds"
155,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00155.rds"
152,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00152.rds"
157,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00157.rds"
154,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00154.rds"
159,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00159.rds"
156,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00156.rds"
161,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00161.rds"
158,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00158.rds"
163,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00163.rds"
160,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00160.rds"
165,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00165.rds"
162,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00162.rds"
167,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00167.rds"
164,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00164.rds"
169,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00169.rds"
166,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00166.rds"
171,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00171.rds"
168,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00168.rds"
173,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00173.rds"
170,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00170.rds"
175,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00175.rds"
172,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00172.rds"
177,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00177.rds"
174,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00174.rds"
179,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00179.rds"
176,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00176.rds"
181,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00181.rds"
178,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00178.rds"
183,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00183.rds"
180,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00180.rds"
185,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00185.rds"
182,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00182.rds"
187,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00187.rds"
184,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00184.rds"
189,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00189.rds"
186,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00186.rds"
191,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00191.rds"
188,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00188.rds"
193,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00193.rds"
190,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00190.rds"
195,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00195.rds"
192,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00192.rds"
197,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00197.rds"
194,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00194.rds"
199,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00199.rds"
196,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00196.rds"
201,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00201.rds"
198,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00198.rds"
203,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00203.rds"
200,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00200.rds"
205,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00205.rds"
202,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00202.rds"
207,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00207.rds"
204,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00204.rds"
209,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00209.rds"
206,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00206.rds"
211,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00211.rds"
208,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00208.rds"
213,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00213.rds"
210,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00210.rds"
215,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00215.rds"
212,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00212.rds"
217,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00217.rds"
214,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00214.rds"
219,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00219.rds"
216,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00216.rds"
221,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00221.rds"
218,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00218.rds"
223,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00223.rds"
220,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00220.rds"
225,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00225.rds"
222,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00222.rds"
227,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00227.rds"
224,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00224.rds"
229,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00229.rds"
226,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00226.rds"
231,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00231.rds"
228,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00228.rds"
233,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00233.rds"
230,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00230.rds"
235,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00235.rds"
232,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00232.rds"
237,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00237.rds"
234,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00234.rds"
239,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00239.rds"
236,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00236.rds"
241,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00241.rds"
238,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00238.rds"
240,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00240.rds"
243,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00243.rds"
242,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00242.rds"
245,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00245.rds"
244,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00244.rds"
247,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00247.rds"
249,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00249.rds"
246,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00246.rds"
248,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00248.rds"
251,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00251.rds"
250,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00250.rds"
253,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00253.rds"
252,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00252.rds"
255,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00255.rds"
254,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00254.rds"
257,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00257.rds"
256,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00256.rds"
259,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00259.rds"
258,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00258.rds"
261,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00261.rds"
260,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00260.rds"
263,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00263.rds"
262,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00262.rds"
265,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00265.rds"
264,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00264.rds"
267,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00267.rds"
266,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00266.rds"
269,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00269.rds"
268,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00268.rds"
270,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00270.rds"
281,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00281.rds"
282,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00282.rds"
283,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00283.rds"
284,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00284.rds"
285,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00285.rds"
286,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00286.rds"
287,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00287.rds"
288,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00288.rds"
289,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00289.rds"
290,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00290.rds"
291,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00291.rds"
292,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00292.rds"
293,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00293.rds"
294,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00294.rds"
295,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00295.rds"
296,5,TRUE,TRUE,"data/simulated/ground_truth/splatter/splatter_truth_run_00296.rds"
